sentence,label
"Wayne Prospect , a Long Island legislator who favored a public takeover , said , `` We had a choice of either accepting economic blackmail or rolling the dice on Shoreham . ''",1
Mr. Lee has targeted three of the former Japanese banks .,0
"The Tokyo Stock Exchange has twice this year raised margin requirements in an effort to cool the Tokyo market 's sharp rally , but share prices have continued upward as the moves were widely viewed as , if anything , healthy and reassuring .",1
"`` These guys who are poisoning our youth with drugs and who are making money on it , we 'll make them eat it , '' he said .",1
"Next it flew them -- in its corporate jet and accompanied by the company 's chairman , Joseph Williams -- to Anaheim , Calif . , where they spoke to a big cardiologists ' meeting .",0
"But David Lett was a visionary , and in 1966 he planted pinot noir in the red hills near Dundee .",0
It 's no longer mandatory that Indiana patronage employees kick back 2 % of their salaries to their political party .,1
"A coalition of civic leaders , civil libertarians and Hispanic groups had gone to federal court in an unsuccessful attempt to knock the amendment off the ballot .",1
The view contradicts administration claims that Moscow knew it was attacking a non-military target .,0
"One reason for success: Proponents targeted only companies held largely by institutions , says John Wilcox of proxy solicitor Georgeson & Co .",0
Recovery efforts off the coast of Florida had been delayed while the workers pumped toxic gases from the 30-year-old vessel .,0
"So if he wants to return the federal money , his only option seems to be to find a friendly banker who will lend him the $ 6 million without collateral , on the strength of his predicted future receipts and his prodigious reputation for raising money when he was in the television religion business .",0
"Under the new agreements , LivingWell will lend T.H.E. about $ 1.2 million on a secured basis , cancel prior T.H.E. indebtedness to a LivingWell unit , and return about two million T.H.E. common shares .",0
Mr. Genscher and his Free Democratic Party have lent support to such efforts by pursuing a detentist line .,0
Dukakis plans to attack Gephardt for taking special-interest money .,0
It pours toilet paper in parts of Michigan .,1
GE has poured more than $ 200 million into designing better turbine parts .,1
"`` Heineken has been hurt seriously since it became fashionable to drink Corona , '' says Frank Walters , research director for the liquor industry newsletter Impact .",0
"In the years since 1853 , when 4 , 058 steamboats arrived at the Cincinnati waterfront loaded with `` foreign '' people and exotic merchandise , Cincinnati residents have absorbed chili and pizza and wontons and dirty rice while adjusting to electric music and jet lag .",1
"Schieffelin & Somerset Co. is beginning a boldly different , big-budget advertising campaign that it hopes will persuade more baby boomers to drink its Johnnie Walker Scotch whisky brands .",0
"The suit , filed against the unions representing pilots and machinists , stepped up the war over Eastern 's labor costs that has raged through the company , the Congress and the courts for more than a year .",1
`` You lose elections if you touch these things . '',1
For Americans to fail to grasp the significance of these developments is to invite greater and more unpleasant surprises than we 've had so far .,1
"Although some research indicates that Activase can dissolve clots faster than streptokinase , there is n't any published research showing that the Genentech product can increase survival but such research may be available soon .",0
"Mr. Reagan 's speech was designed to kick off a triumphant final year in office , but a new poll suggests that his standing in public opinion has n't recovered from the dive it took after the disclosure of the Iran-Contra affair .",1
She filled out a report right away .,0
"Without the boost in the capital-gains rate , congressional liberals would have attacked the tax reform plan for leaning too far in favor of the rich .",0
"Lots of people ride bicycles , joggers are out in fair numbers , and the last time I passed a tennis complex , all the courts were full .",0
